,id,tweet,id_autor,metrics,source,created_at,fecha,sentimiento,positividad,neutralidad,negatividad
13,1523861054098399232,@ficogutierrez que a ningún colombiano le falte el pan en la mesa  así si ,194352060,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:02:41+00:00,2022-05-10,NEU,0.2471623420715332,0.7293735146522522,0.0234641432762146
14,1523861041318400006,"@ficogutierrez los gastos van a ser tan ""austeros"" como lo fueron en su alcaldía?",2925310360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:02:38+00:00,2022-05-10,NEG,0.001633901963941753,0.08634968847036362,0.9120164513587952
15,1523861016345518080,@jenniferpedraz @ficogutierrez jajaajs están “quemados”   una mediocre como ud  criticando a fico porque no dijo lo que ud quiere escuchar  este tipo de gente terminará con los que los quemaron  así son,828323431,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:02:32+00:00,2022-05-10,NEG,0.000398645963286981,0.0012997081503272057,0.99830162525177
16,1523861015057862657,mira @ficogutierrez lo que uno se encuentra en #tiktok inaceptable esto con @sergio_fajardo #petroelpatrondelmal ,140604279,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:02:32+00:00,2022-05-10,NEG,0.0008683361229486763,0.0028218680527061224,0.9963098168373108
17,1523860997286547457,no vi pronunciamiento alguno del candidato @ficogutierrez sobre el paro armado del clan del golfo  no escuché esa voz vehemente y acusadora denunciando a los bandidos que aterrorizaron a la comunidad de 11 departamentos  y tampoco le hizo una crítica a duque por andar de paseo ,78366803,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:02:28+00:00,2022-05-10,NEG,0.002778393682092428,0.04979751631617546,0.9474241137504578
18,1523860992219824128,@ficogutierrez ,3222657700,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2022-05-10 03:02:27+00:00,2022-05-10,NEU,0.3415328562259674,0.6237945556640625,0.03467259183526039
19,1523860930513317896,@telemedellin @sergio_fajardo @petrogustavo @ficogutierrez #elcambioenprimera,859438044394532864,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App,2022-05-10 03:02:12+00:00,2022-05-10,NEU,0.027854589745402336,0.9055493474006653,0.06659597903490067
20,1523860921709481984,@ficogutierrez eso no es reducción del estado  eso es reasignación de los recursos  menos estado  más mercado  menos impuestos  más empresas y más empleo ,66590145,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:02:10+00:00,2022-05-10,NEG,0.005111537873744965,0.0442194789648056,0.95066899061203
21,1523860874762625025,@a_wolf27 @ficogutierrez la diferencia es una colección d crímenes d todos los tamaños  colores y sabores q afectaron a todo el conjunto d la sociedad; eso no se lava con desmovilizarse  pero jamás esos crimínales de podrán decir que son mejores que x o y  es tu elección ser “empá” con ellos 👍,1503925366229979142,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:01:59+00:00,2022-05-10,NEU,0.026226414367556572,0.8241823315620422,0.14959123730659485
22,1523860859705073664,@petrogustavo @aabenedetti @roybarreras aprendan!! la convicción le gana a cualquier photoshop!! grande @ficogutierrez #ficopresidenteenlaprimeravuelta ,252381982,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:01:55+00:00,2022-05-10,POS,0.9814644455909729,0.015051315538585186,0.0034842006862163544
23,1523860751219314688,@ficogutierrez austero vos? que te gastaste 130mil palos solo en publicidad? no jodas,187056307,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:01:29+00:00,2022-05-10,NEG,0.0010404542554169893,0.004217208828777075,0.9947423934936523
24,1523860748979556357,"@juchooo12 @quinterocalle @ficogutierrez y es que su amado ""petro"" con quien salía? con la mamá no creo que fuera jajajaja  salía con los mejores amigos de la guerrilla y mejor no se diga más de lo que pasaba en las calles y montañas dónde el se escondía 🤦🏽‍♂️  dios mío  estos petristas si no",4888369295,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:01:29+00:00,2022-05-10,NEG,0.001530416077002883,0.017999034374952316,0.9804705381393433
25,1523860722194817026,@senadormotoa @ficogutierrez @wilsonariasc @jorgeivanospina @pcambioradical @lafm @revistasemana @rcn980cali tan parecidas las prácticas de los seguidores de @petrogustavo a las del 3er reich de los nazis  marcando locales  vandalizando vitrinas  sedes  vidrios de vehículos  me imagino de donde saldrán esas directrices   y eso que se dicen defensores de la democracia   ,150241035,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:01:22+00:00,2022-05-10,NEG,0.000687440624460578,0.0182610172778368,0.9810515642166138
26,1523860710240964609,@natiibedoya @ficogutierrez eres como el ñame 😎,52172571,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:01:19+00:00,2022-05-10,NEU,0.023709595203399658,0.9724016785621643,0.003888701321557164
27,1523860613734322176,el verdadero cambio consiste en evitar que los malos lleguen al poder  por eso apoyo a @ficogutierrez !#ficopresidente ,777512663958036481,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:00:56+00:00,2022-05-10,POS,0.6883288025856018,0.25601932406425476,0.05565182864665985
28,1523860573833809920,@ficogutierrez señor presidente  es una excelent idea  imagínese valle del cauca  roncesvalle   san antonio  chaparral  neiva  colombia( huila)  uribe  villavicemcio  ya está trazado la ruta  los del llano no tendrían que ir a bogota  y ni siquiera pasar por la línea  por favor hágalo  gracias,791977490,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:00:47+00:00,2022-05-10,POS,0.49454647302627563,0.48809805512428284,0.01735551282763481
29,1523860538391998466,@ficogutierrez en los países desarrollados  con la misma extensión de tierras y con menos vacas  hoy se produce mucho más alimentos y litros de leche que hace 10 años  la clave ha sido incrementos en productividad  a base de investigación y transferencia de tecnología  la investigación es clave,429483310,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:00:38+00:00,2022-05-10,NEU,0.4171665906906128,0.5776380896568298,0.005195364821702242
30,1523860535950860288,petro es involucion  cambio para peor  @ficogutierrez @eltiempo @noticiascaracol @elespectador @ficogutierrezz @cnnee @ingrodolfohdez @sergio_fajardo @enrique_gomezm @ibetancourtcol,1563888248,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:00:38+00:00,2022-05-10,NEG,0.0014240735908970237,0.015255504287779331,0.983320415019989
31,1523860533367164928,a #fecode la aborrecen las mayorías  unidad a #petroelpatrondelmal son millones de votos que el #pactodecorruptos perderá  @ficogutierrez será el nuevo presidente de colombia  si estás de acuerdo dá un #si no compartes mi visión estás grave compatriota ,121682433,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:00:37+00:00,2022-05-10,NEG,0.0006373978103511035,0.00818082969635725,0.9911818504333496
32,1523860524894769154,@ficogutierrez ,1301716358032490497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:00:35+00:00,2022-05-10,NEU,0.3415328562259674,0.6237945556640625,0.03467259183526039
33,1523860495186464769,@comandante_ejc @ivanduque @ficogutierrez @enrique_gomezm ,336789308,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:00:28+00:00,2022-05-10,NEU,0.029484108090400696,0.9618882536888123,0.00862769316881895
34,1523860486638428160,uno de los mejores debates donde se saca lo mejor de cada candidato sin que se insulte al otro  se habla de soluciones reales  ojala se tome nota y el que gane se ponga a trabajar como tiene que ser #debatedelpacifico @johnmiltonr_ @enrique_gomezm @ficogutierrez @ingrodolfohdez,89283998,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:00:26+00:00,2022-05-10,POS,0.993881106376648,0.005199837032705545,0.0009190336568281054
35,1523860474684743682,@isazuleta @carlosfgalan @juanmanuelgalan @ficogutierrez bravo!!!! siga hablando para que la siga cagando y ayudando al ph!!!! es como la mujer mosca en donde se para la caga,339349270,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2022-05-10 03:00:23+00:00,2022-05-10,NEU,0.042751386761665344,0.5148908495903015,0.44235771894454956
36,1523860432435429377,@ficogutierrez lo mismo que duque  ,1623599977,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2022-05-10 03:00:13+00:00,2022-05-10,NEG,0.01840829662978649,0.44093355536460876,0.5406580567359924
37,1523860420016103427,@jose6522 @ficogutierrez imaginación que uribe mandó a matar 6402 jóvenes? imaginación que fico es cercano a la oficina de envigado? en serio señor? ,64886006,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 03:00:10+00:00,2022-05-10,NEG,0.005512359086424112,0.22022517025470734,0.7742624282836914
38,1523860374923190272,@johnjairoroldan @ficogutierrez @partidoliberal ,287888493,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:59:59+00:00,2022-05-10,NEU,0.11330143362283707,0.8631626963615417,0.02353588305413723
39,1523860314655236097,@piedadcordoba @ficogutierrez @luisfelipehenao ,1450269875860029440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:59:45+00:00,2022-05-10,NEU,0.11330143362283707,0.8631626963615417,0.02353588305413723
40,1523860293499113473,@ficogutierrez los subsidios no sacan a nadie de la pobreza  el empleo si  por favor facilite la creación de empresas y el emprendimiento,800256498,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2022-05-10 02:59:40+00:00,2022-05-10,NEU,0.04028991609811783,0.881863534450531,0.07784661650657654
41,1523860213413126145,@don_patriota1 @ficogutierrez @petrogustavo ojo la jep le tiene un guardado a fico para la próxima semana !!! esos hp ya lo tienen todo arreglado,2714595154,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:59:21+00:00,2022-05-10,NEU,0.024089893326163292,0.6866866946220398,0.2892233729362488
42,1523860087416270851,@ficogutierrez @ficogutierrez candidato  desde mañana otro paro en toda ésta región  usted es la voz que tenemos  los que creemos en un país libre y en paz  no más esta clase de atropellos a la infraestructura  atropello y abuso al ciudadano  ,388933668,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:58:51+00:00,2022-05-10,NEG,0.0035233711823821068,0.03917437046766281,0.9573023915290833
43,1523860084350078976,@margaritarepo @ficogutierrez @margaritarepo  muy preocupados por ls integridad de @ficogutierrez  considero  que el esta muy confiado y se expone  muy grave lo publicado x auv,1156419049674485762,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:58:50+00:00,2022-05-10,NEG,0.0009687059209682047,0.039649587124586105,0.9593816995620728
44,1523860069544304640,@ficogutierrez #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera #elcambioenprimera ,1518439826428674049,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2022-05-10 02:58:47+00:00,2022-05-10,NEU,0.015329679474234581,0.9513251185417175,0.033345211297273636
45,1523859959804579840,@alcanocano @ficogutierrez jajajaja excelente comentario los uribistas no lo van a entender 😅🤣🤣🤣,305229061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:58:21+00:00,2022-05-10,NEU,0.028096085414290428,0.8974496126174927,0.07445426285266876
46,1523859940758241281,@ficogutierrez un estado austero empieza por suprimir alcahueterias @ficogutierrez presidente! ,1063526724015718400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:58:16+00:00,2022-05-10,NEG,0.06939831376075745,0.08662349730730057,0.8439781665802002
47,1523859940393336835,la mejor política social es la generación de empleo  cuánta razón tiene @ficogutierrez en el debate del pacífico  #ficoespacífico,1191301638985785344,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:58:16+00:00,2022-05-10,NEU,0.19905945658683777,0.7746544480323792,0.026286106556653976
48,1523859936937140225,@ficogutierrez más trabajo,50798288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:58:15+00:00,2022-05-10,NEU,0.056895431131124496,0.933779776096344,0.009324715472757816
49,1523859890279784448,@ficogutierrez las mismas promesas de duque  ni se sonrojan  petro presidente!,1491747095719649284,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2022-05-10 02:58:04+00:00,2022-05-10,NEU,0.024596774950623512,0.6081241369247437,0.367279052734375
50,1523859828396990467,en educación superior @ficogutierrez es más de lo mismo: desviar los recursos de la educación pública  gratuita y de calidad  para utilizarlos endeudando a la juventud con “becas” que realmente son créditos más serpilopaga y las u  públicas cayéndose  literalmente  ,89572355,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:57:49+00:00,2022-05-10,NEG,0.00034820710425265133,0.0009803042048588395,0.9986715316772461
51,1523859756133359632,estaremos muy atentos pues esos desagraciados #petroelpatrondelmal  y su guarida de 🐀 🐍 🦂 ☠️ 👿 no se van a aguantar su rabia y como todos sabemos  perro 🐕 rabioso   ataca  👿 @ficogutierrez  presidente de colombia 🇨🇴 mayo 29 🇨🇴💪 ,47941378,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:57:32+00:00,2022-05-10,NEG,0.0037927536759525537,0.07470907270908356,0.92149817943573
52,1523859750479351810,"@ficogutierrez 🤣🤣🤣🤣🤣 el mismo discurso igualito al del títere porky la falta ""menos impuestos  más salario"" y completa el tercio de la infamia tramposos!! mentirosos!!!!!!!!🤢🤮",305229061,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:57:31+00:00,2022-05-10,NEG,0.0027125501073896885,0.02650461532175541,0.9707829356193542
53,1523859708813193217,@ficogutierrez se le recuerda a fico y sus seguidores que duque (el que dijo uribe) creó miles de cargos ahorita en elecciones y se mecatiaron el presupuesto ahorita con la ley de garantías que el uribismo aprobó  ,64886006,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2022-05-10 02:57:21+00:00,2022-05-10,NEG,0.004119318909943104,0.24639199674129486,0.7494887113571167
54,1523859642606145536,@aabenedetti estos delincuentes de cuello blanco y su narrativa de que el narcotráfico está en la campaña de @ficogutierrez !! pregúntenle a @petrogustavo cuáles son las actividades de sus amigos del clan del golfo  farc eln cartel de los soles  se las pisan y creen que los demás también,207354427,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:57:05+00:00,2022-05-10,NEG,0.0007778817671351135,0.0058495039120316505,0.9933725595474243
55,1523859628819423232,@ficogutierrez acabe con las cortes corruptas   ese dinero que les pagan a esos degenerados servirá para algo mejor ,1394486238988709888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:57:02+00:00,2022-05-10,NEG,0.006689269095659256,0.01562378741800785,0.9776870012283325
56,1523859610104475650,@cortescorte2 @marthaepll @gabrieljvelasco @ficogutierrez jajajaja así es  malparido petriste te quedarás con ganas de tu subsidio y el hijo de puta de petro quemado por 3era vez 🤣🤣 fico tu presidente 🇨🇴‼️,1388329925237739520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:56:57+00:00,2022-05-10,NEG,0.007911428809165955,0.07447805255651474,0.9176105260848999
57,1523859602454065153,@isazuleta @carlosfgalan @juanmanuelgalan @ficogutierrez la cagaste querida,1380353732865617920,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:56:55+00:00,2022-05-10,NEG,0.0008325909730046988,0.006001347675919533,0.9931661486625671
58,1523859580782096387,"@don_patriota1 @ficogutierrez @petrogustavo los haberes del ""pacto historico de la picota""senadores y representantes corruptos y ladrones senadoras visitando para-polis y paramilitares ofrecen:perdón social por eso piden a los familiares del clan del golfo y pachencas votar por petro isabel zuleta sicaria política ",935673422,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:56:50+00:00,2022-05-10,NEG,0.003960754256695509,0.1531592160463333,0.8428800106048584
59,1523859559621828610,@lagatapolitica @ficogutierrez que bien repasas el discurso  porque no se saben otra mas  como los tienen de amaestrados     jajajaj  yo pude vivir ese tiempo de uribe pero tampoco fue el mejor de su innombrable   entonces ni lo uno ni lo otro  pero bueno  allá uds con su imaginación o mundo paralelo   ,71437118,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2022-05-10 02:56:45+00:00,2022-05-10,NEU,0.01651221141219139,0.8667149543762207,0.11677286773920059
60,1523859558267068417,@ficogutierrez vendo el potencial que los zurdos delincuentes de mente corta nunca verán  vamos con todo federico 👏👏👏👏💪💪💪💪,1496652859559055362,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App,2022-05-10 02:56:45+00:00,2022-05-10,NEU,0.06497132778167725,0.9137279987335205,0.02130066230893135
61,1523859531788390401,@cuestion_p @ficogutierrez 🤷🤷🤷🤷🤷🤷,1727357756,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:56:38+00:00,2022-05-10,NEU,0.01910654455423355,0.8295856714248657,0.15130773186683655
62,1523859516877549568,@ficogutierrez solo un imbecil votaría por esta basúra ,1442145687408283654,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:56:35+00:00,2022-05-10,NEG,0.0008924768189899623,0.0007320825243368745,0.998375415802002
63,1523859480806625280,cuando los seguidores son el reflejo de su candidato     o no parafico @ficogutierrez ? ,489933825,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:56:26+00:00,2022-05-10,NEG,0.0034769622143357992,0.43025851249694824,0.5662644505500793
64,1523859480781410305,dígame quien le cree a ⁦⁦@isazuleta⁩  “quemar es decir la verdad “ entonces digámosle la verdad a petro este 29 de mayo  votando por federíco gutierrez fico el presidente de la gente !! ⁦@ficogutierrez⁩ ,202886936,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2022-05-10 02:56:26+00:00,2022-05-10,NEU,0.0337047316133976,0.9182388782501221,0.04805637523531914
65,1523859453149425664,#petromientesiempre#petronuncaserapresidente observemos la diferencia entre la familia d los candidatoscon toda seguridad la familia d @ficogutierrez votara x él sin dudarlo en cambio ⬇️⬇️⬇️⬇️⬇️⬇️ ,1388673825940848643,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:56:20+00:00,2022-05-10,NEU,0.012867292389273643,0.9597622156143188,0.027370480820536613
66,1523859449047363589,@gabrieljvelasco @ficogutierrez @rodrigo_laras ,583076854,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:56:19+00:00,2022-05-10,NEU,0.11330143362283707,0.8631626963615417,0.02353588305413723
67,1523859356961452032,@juandanielmos19 @ficogutierrez 💪,528097338,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:55:57+00:00,2022-05-10,NEU,0.09066936373710632,0.9006608128547668,0.008669784292578697
68,1523859323054698503,@juanitacatano @ficogutierrez fotaza juana e  😘🤗,343563998,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:55:49+00:00,2022-05-10,POS,0.7888913154602051,0.2096991389989853,0.0014095214428380132
69,1523859268398632963,@yeimipaolaariz1 @abogadohurtado @quinterocalle @ficogutierrez @juangiraldomora @luisaposadao @luisyepesb @anamarqr @andreselgury @chalabyf @guerrauribe señora  deje usted el pegante boxer,2801189524,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2022-05-10 02:55:36+00:00,2022-05-10,NEG,0.006321796216070652,0.22564801573753357,0.7680302262306213
70,1523859264854450176,@lcvelez @ficogutierrez @lafm ¿marica y el reto rockero? ese es fundamental para la campaña   ,78366803,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2022-05-10 02:55:35+00:00,2022-05-10,NEG,0.01313021406531334,0.3864614963531494,0.6004082560539246
71,1523859244021436416,@luissaos @ficogutierrez y este? ,123729767,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:55:30+00:00,2022-05-10,NEU,0.006680709775537252,0.8576753735542297,0.13564391434192657
72,1523859234026369024,@toroeliseo @olgamariaruiza2 @alvarouribevel @comunescol @ficogutierrez @rodrigo_laras este domingo 29 de mayo/22colombia vota por #equipoporcolombiafico #ficopresidente #laravicepresidente ,1059526551681810432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2022-05-10 02:55:27+00:00,2022-05-10,NEU,0.12351162731647491,0.8203617334365845,0.05612660571932793
